ID_Analisis,Titulo_Analisis,Fecha_Analisis,Sentimiento_Global,ID_Opinion,Contenido,Origen,Metadata_Externa,Fecha_Opinion
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","3812c157-dc76-4145-bd6e-baae01281232","32,Miguel,5,2025-04-04,Opinión 32,Experiencia general muy positiva.,3","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","3b3d836d-a2b3-46a0-9387-bf822d55566f","9,Javier,4,2025-01-25,Opinión 9,Volvería sin duda por la calidad de los platos.,0","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","3bc16770-f70b-4e62-a416-9be97076279f","2,Álvaro,4,2025-01-04,Opinión 2,Volvería sin duda por la calidad de los platos.,4","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","3ddb3185-d16a-41b0-b390-31992957a727","24,Carlos,5,2025-03-11,Opinión 24,Buena relación calidad-precio.,12","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","4efcf52a-ad5d-49d4-bbfd-3123ae738850","25,Lucía,4,2025-03-14,Opinión 25,Postres muy recomendables.,23","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","565c5682-61b1-464d-a06a-2c414cf35f77","18,Lucía,4,2025-02-21,Opinión 18,La decoración del local está muy cuidada.,22","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","58450b5f-5efb-48ed-8d09-31679b74ba3a","39,Marta,5,2025-04-25,Opinión 39,La comida fue excelente y el servicio muy atento.,18","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","6088cc19-659b-41c1-abae-0742ca774f24","44,Paula,5,2025-05-10,Opinión 44,""La espera fue algo larga, pero la comida compensó."",5","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","63f3691e-88df-46ec-b869-0a82cdf8ecf0","43,Ana,5,2025-05-07,Opinión 43,Buena relación calidad-precio.,7","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","64bd318c-d178-478e-b09a-eebdcafb1492","41,Andrea,3,2025-05-01,Opinión 41,""Ambiente agradable, ideal para cenar en pareja."",9","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","6bdd0cdd-80e2-42ff-8e67-c6baa781011c","49,Carmen,3,2025-05-25,Opinión 49,El personal fue amable durante toda la visita.,16","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","6d68d015-4e11-4c3a-b662-32af39ae019c","48,Ana,5,2025-05-22,Opinión 48,""Ambiente agradable, ideal para cenar en pareja."",15","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","74289226-b882-45a6-963e-4abccb56d615","6,Natalia,5,2025-01-16,Opinión 6,""Ambiente agradable, ideal para cenar en pareja."",5","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","7817b343-8043-4810-8ea4-1d69badb412b","31,Miguel,4,2025-04-01,Opinión 31,""La espera fue algo larga, pero la comida compensó."",16","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","7c1cebd9-28bb-4e5b-8dce-0b0a4f7b50c7","46,Álvaro,5,2025-05-16,Opinión 46,Volvería sin duda por la calidad de los platos.,11","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","7fd4bf84-802d-4f8d-9c13-52e344aa939a","30,Raúl,3,2025-03-29,Opinión 30,La comida fue excelente y el servicio muy atento.,12","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","84ad8336-193d-4275-a69e-7c0847e4d496","36,David,5,2025-04-16,Opinión 36,Buena relación calidad-precio.,17","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","8689f5e0-cec2-412c-8714-ed3be7874c29","50,Raúl,4,2025-05-28,Opinión 50,La decoración del local está muy cuidada.,11","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","8a50be25-57ed-4f24-a435-436cce472368","29,Elena,5,2025-03-26,Opinión 29,Postres muy recomendables.,13","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","8aa94f08-9075-465e-9e97-9b4d69a49c58","42,Lucía,5,2025-05-04,Opinión 42,Las raciones eran generosas y bien presentadas.,7","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","9b6e214e-d62b-41c4-befc-97c05d5bd2db","21,Pablo,5,2025-03-02,Opinión 21,Experiencia general muy positiva.,15","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","9ebd3762-87ea-46fd-9cc7-ea4ec617f73a","37,Iván,3,2025-04-19,Opinión 37,La decoración del local está muy cuidada.,2","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","a5e2b61b-a03a-42b5-b770-12873edabf8e","15,Elena,5,2025-02-12,Opinión 15,""La espera fue algo larga, pero la comida compensó."",17","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","b0c2c709-52c6-4c72-900e-c1fc8b157408","16,Ana,5,2025-02-15,Opinión 16,Buena relación calidad-precio.,9","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","b1199439-50bb-4ffc-b8b0-b14f8472e4b8","38,Miguel,3,2025-04-22,Opinión 38,El personal fue amable durante toda la visita.,23","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","b4d0a199-6ef1-447a-979e-092c8aaf10db","47,Miguel,4,2025-05-19,Opinión 47,Buena relación calidad-precio.,17","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","b999aace-4f3f-4171-a025-e9bc85da6f6d","22,Paula,5,2025-03-05,Opinión 22,Volvería sin duda por la calidad de los platos.,16","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","ba6da71a-9ade-4f52-9bd9-7c0a510314d6","34,Raúl,5,2025-04-10,Opinión 34,Postres muy recomendables.,14","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","c049c5fb-c77f-4632-8f7b-418f448c9f8b","7,Pablo,4,2025-01-19,Opinión 7,""La espera fue algo larga, pero la comida compensó."",0","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","c25b2326-01d1-4044-90f2-df5a29fdf346","45,David,5,2025-05-13,Opinión 45,La comida fue excelente y el servicio muy atento.,17","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","d13a927b-b502-460e-a601-eaefd5754c1b","5,Andrea,4,2025-01-13,Opinión 5,""Ambiente agradable, ideal para cenar en pareja."",11","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","e0b8b158-b7d4-4ef8-a5ba-67997fcf4e20","3,David,5,2025-01-07,Opinión 3,El personal fue amable durante toda la visita.,2","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","e361aeb0-b644-4077-914a-d94fbdcd0b36","17,Iván,5,2025-02-18,Opinión 17,""La espera fue algo larga, pero la comida compensó."",24","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","e6f89071-7b5f-4e48-90ad-69c04fe5b040","13,Álvaro,4,2025-02-06,Opinión 13,Experiencia general muy positiva.,8","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","e7f7e33c-7d73-4762-b6bb-0b14b23d6d96","10,Natalia,5,2025-01-28,Opinión 10,Buena relación calidad-precio.,15","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","eec6d1d0-df98-4aaf-9083-5cdcc016bde6","14,Diego,5,2025-02-09,Opinión 14,Volvería sin duda por la calidad de los platos.,20","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","fbf3ca02-7fca-425e-a2b0-25b6d00cc192","40,Ana,4,2025-04-28,Opinión 40,Las raciones eran generosas y bien presentadas.,3","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","fc68de63-5948-4542-b2d2-24a41a269676","33,Carmen,4,2025-04-07,Opinión 33,""La espera fue algo larga, pero la comida compensó."",17","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","fd3dbf8f-b9b8-43c6-b584-e1a11d06c36e","1,David,4,2025-01-01,Opinión 1,Postres muy recomendables.,23","MANUAL","","2026-06-17 18:43:08"
"085d2aa0-0f2e-4468-9f80-23db304f11de","asd1","2026-06-17 18:43:07","POSITIVE","fda01c1c-b182-4f2b-b7b6-b421b57c1eb1","19,David,4,2025-02-24,Opinión 19,""La espera fue algo larga, pero la comida compensó."",8","MANUAL","","2026-06-17 18:43:08"
